Fighter;Result;Opponent;Method;Date;Fight Number
Nik Lentz;def.;Manvel Gamburyan;Decision;May 10, 2014;3
Justin Salas;def.;Ben Wall;KO;May 10, 2014;2
Albert Tumenov;def.;Anthony Lapsley;KO;May 10, 2014;1
Jon Jones;def.;Glover Teixeira;Decision;April 26, 2014;10
Anthony Johnson;def.;Phil Davis;Decision;April 26, 2014;9
Luke Rockhold;def.;Tim Boetsch;Submission;April 26, 2014;8
Jim Miller;def.;Yancy Medeiros;Technical Submission;April 26, 2014;7
Max Holloway;def.;Andre Fili;Submission;April 26, 2014;6
Joseph Benavidez;def.;Tim Elliott;Submission;April 26, 2014;5
Takanori Gomi;def.;Isaac Vallie-Flagg;Decision;April 26, 2014;4
Bethe Correia;def.;Jessamyn Duke;Decision;April 26, 2014;3
Danny Castillo;def.;Charlie Brenneman;KO;April 26, 2014;2
Chris Beal;def.;Patrick Williams;KO;April 26, 2014;1
Fabrício Werdum;def.;Travis Browne;Decision;April 19, 2014;13
Miesha Tate;def.;Liz Carmouche;Decision;April 19, 2014;12
Donald Cerrone;def.;Edson Barboza;Submission;April 19, 2014;11
Yoel Romero;def.;Brad Tavares;Decision;April 19, 2014;10
Khabib Nurmagomedov;def.;Rafael dos Anjos;Decision;April 19, 2014;9
Thiago Alves;def.;Seth Baczynski;Decision;April 19, 2014;8
Jorge Masvidal;def.;Pat Healy;Decision;April 19, 2014;7
Alex White;def.;Estevan Payan;TKO;April 19, 2014;6
Caio Magalhães;def.;Luke Zachrich;TKO;April 19, 2014;5
Jordan Mein;def.;Hernani Perpétuo;Decision;April 19, 2014;4
Dustin Ortiz;def.;Ray Borg;Decision;April 19, 2014;3
Mirsad Bektić;def.;Chas Skelly;Decision;April 19, 2014;2
Derrick Lewis;def.;Jack May;TKO;April 19, 2014;1
Roy Nelson;def.;Antônio Rodrigo Nogueira;KO;April 11, 2014;8
Clay Guida;def.;Tatsuya Kawajiri;Decision;April 11, 2014;7
Ryan LaFlare;def.;John Howard;Decision;April 11, 2014;6
Ramsey Nijem;def.;Beneil Dariush;TKO;April 11, 2014;5
Jared Rosholt;def.;Daniel Omielańczuk;Decision;April 11, 2014;4
Thales Leites;def.;Trevor Smith;TKO;April 11, 2014;3
Jim Alers;def.;Alan Omer;Decision;April 11, 2014;2
Rani Yahya;vs.;Johnny Bedford;No Contest;April 11, 2014;1
Dan Henderson;def.;Maurício Rua;TKO;March 23, 2014;11
C.B. Dollaway;def.;Cezar Ferreira;TKO;March 23, 2014;10
Leonardo Santos;vs.;Norman Parke;Draw;March 23, 2014;9
Fábio Maldonado;def.;Gian Villante;Decision;March 23, 2014;8
Michel Prazeres;def.;Mairbek Taisumov;Decision;March 23, 2014;7
Rony Jason;def.;Steven Siler;TKO;March 23, 2014;6
Thiago Santos;def.;Ronny Markes;TKO;March 23, 2014;5
Jussier Formiga;def.;Scott Jorgensen;Submission;March 23, 2014;4
Kenny Robertson;def.;Thiago Perpétuo;Submission;March 23, 2014;3
Hans Stringer;def.;Francimar Barroso;Decision;March 23, 2014;2
Godofredo Pepey;def.;Noad Lahat;KO;March 23, 2014;1
Johny Hendricks;def.;Robbie Lawler;Decision;March 15, 2014;13
Tyron Woodley;def.;Carlos Condit;TKO;March 15, 2014;12
Myles Jury;def.;Diego Sanchez;Decision;March 15, 2014;11
Hector Lombard;def.;Jake Shields;Decision;March 15, 2014;10
Ovince Saint Preux;def.;Nikita Krylov;Technical Submission;March 15, 2014;9
Kelvin Gastelum;def.;Rick Story;Decision;March 15, 2014;8
Jéssica Andrade;def.;Raquel Pennington;Decision;March 15, 2014;7
Dennis Bermudez;def.;Jimy Hettes;TKO;March 15, 2014;6
Alex Garcia;def.;Sean Spencer;Decision;March 15, 2014;5
Francisco Trevino;def.;Renée Forte;Decision;March 15, 2014;4
Justin Scoggins;def.;Will Campuzano;Decision;March 15, 2014;3
Sean Strickland;def.;Bubba McDaniel;Submission;March 15, 2014;2
Robert Whiteford;def.;Daniel Pineda;Decision;March 15, 2014;1
Anthony Smith;def.;Alexander Gustafsson;Submission;June 1, 2019;12
Aleksandar Rakić;def.;Jimi Manuwa;KO;June 1, 2019;11
Makwan Amirkhani;def.;Chris Fishgold;Submission;June 1, 2019;10
Christos Giagos;def.;Damir Hadžović;Decision;June 1, 2019;9
Daniel Teymur;def.;Sung Bin Jo;Decision;June 1, 2019;8
Sergey Khandozhko;def.;Rostem Akman;Decision;June 1, 2019;7
Lina Länsberg;def.;Tonya Evinger;Decision;June 1, 2019;6
Leonardo Santos;def.;Stevie Ray;KO;June 1, 2019;5
Frank Camacho;def.;Nick Hein;TKO;June 1, 2019;4
Bea Malecki;def.;Duda Santana;Submission;June 1, 2019;3
Devin Clark;def.;Darko Stošić;Decision;June 1, 2019;2
Joel Alvarez;def.;Danilo Belluardo;TKO;June 1, 2019;1
Dong Hyun Kim;def.;John Hathaway;KO;March 1, 2014;8
Zhang Lipeng;def.;Wang Sai;Decision;March 1, 2014;7
Matt Mitrione;def.;Shawn Jordan;KO;March 1, 2014;6
Hatsu Hioki;def.;Ivan Menjivar;Decision;March 1, 2014;5
Yui Chul Nam;def.;Kazuki Tokudome;Decision;March 1, 2014;4
Vaughan Lee;def.;Nam Phan;Decision;March 1, 2014;3
Wang Anying;def.;Albert Cheng;TKO;March 1, 2014;2
Mark Eddiva;def.;Jumabieke Tuerxun;Decision;March 1, 2014;1
Ronda Rousey;def.;Sara McMann;TKO;February 22, 2014;11
Daniel Cormier;def.;Patrick Cummins;TKO;February 22, 2014;10
Rory MacDonald;def.;Demian Maia;Decision;February 22, 2014;9
Mike Pyle;def.;TJ Waldburger;TKO;February 22, 2014;8
Stephen Thompson;def.;Robert Whittaker;TKO;February 22, 2014;7
Alexis Davis;def.;Jessica Eye;Decision;February 22, 2014;6
Raphael Assunção;def.;Pedro Munhoz;Decision;February 22, 2014;5
Aljamain Sterling;def.;Cody Gibson;Decision;February 22, 2014;4
Zach Makovsky;def.;Josh Sampo;Decision;February 22, 2014;3
Erik Koch;def.;Rafaello Oliveira;TKO;February 22, 2014;2
Ernest Chavez;def.;Yosdenis Cedeno;Decision;February 22, 2014;1
Lyoto Machida;def.;Gegard Mousasi;Decision;February 15, 2014;12
Ronaldo Souza;def.;Francis Carmont;Decision;February 15, 2014;11
Erick Silva;def.;Takenori Sato;KO;February 15, 2014;10
Nico Musoke;def.;Viscardi Andrade;Decision;February 15, 2014;9
Charles Oliveira;def.;Andy Ogle;Submission;February 15, 2014;8
Joe Proctor;def.;Cristiano Marcello;Decision;February 15, 2014;7
Rodrigo Damm;def.;Ivan Jorge;Decision;February 15, 2014;6
Francisco Trinaldo;def.;Jesse Ronson;Decision;February 15, 2014;5
Iuri Alcântara;def.;Wilson Reis;Decision;February 15, 2014;4
Felipe Arantes;def.;Maximo Blanco;Decision;February 15, 2014;3
Ildemar Alcântara;def.;Albert Tumenov;Decision;February 15, 2014;2
Zubaira Tukhugov;def.;Douglas Silva de Andrade;Decision;February 15, 2014;1
Renan Barão;def.;Urijah Faber;TKO;February 1, 2014;12
José Aldo;def.;Ricardo Lamas;Decision;February 1, 2014;11
Alistair Overeem;def.;Frank Mir;Decision;February 1, 2014;10
Ali Bagautinov;def.;John Lineker;Decision;February 1, 2014;9
Abel Trujillo;def.;Jamie Varner;KO;February 1, 2014;8
Alan Patrick;def.;John Makdessi;Decision;February 1, 2014;7
Chris Cariaso;def.;Danny Martinez;Decision;February 1, 2014;6
Nick Catone;def.;Tom Watson;Decision;February 1, 2014;5
Al Iaquinta;def.;Kevin Lee;Decision;February 1, 2014;4
Clint Hester;def.;Andy Enz;Decision;February 1, 2014;3
Rashid Magomedov;def.;Tony Martin;Decision;February 1, 2014;2
Neil Magny;def.;Gasan Umalatov;Decision;February 1, 2014;1
Benson Henderson;def.;Josh Thomson;Decision;January 25, 2014;11
Stipe Miocic;def.;Gabriel Gonzaga;Decision;January 25, 2014;10
Donald Cerrone;def.;Adriano Martins;KO;January 25, 2014;9
Jeremy Stephens;def.;Darren Elkins;Decision;January 25, 2014;8
Alex Caceres;def.;Sergio Pettis;Submission;January 25, 2014;7
Eddie Wineland;def.;Yves Jabouin;TKO;January 25, 2014;6
Chico Camus;vs.;Yaotzin Meza;No Contest;January 25, 2014;5
Hugo Viana;def.;Junior Hernandez;Decision;January 25, 2014;4
Daron Cruickshank;def.;Mike Rio;TKO;January 25, 2014;3
George Sullivan;def.;Mike Rhodes;Decision;January 25, 2014;2
Nikita Krylov;def.;Walt Harris;TKO;January 25, 2014;1
Luke Rockhold;def.;Costas Philippou;TKO;January 15, 2014;12
Brad Tavares;def.;Lorenz Larkin;Decision;January 15, 2014;11
T.J. Dillashaw;def.;Mike Easton;Decision;January 15, 2014;10
Yoel Romero;def.;Derek Brunson;TKO;January 15, 2014;9
John Moraga;def.;Dustin Ortiz;Decision;January 15, 2014;8
Cole Miller;def.;Sam Sicilia;Submission;January 15, 2014;7
Ramsey Nijem;def.;Justin Edwards;Decision;January 15, 2014;6
Elias Silvério;def.;Isaac Vallie-Flagg;Decision;January 15, 2014;5
Trevor Smith;def.;Brian Houston;Decision;January 15, 2014;4
Louis Smolka;def.;Alptekin Özkılıç;Decision;January 15, 2014;3
Vinc Pichel;def.;Garett Whiteley;Decision;January 15, 2014;2
Beneil Dariush;def.;Charlie Brenneman;Submission;January 15, 2014;1
Tarec Saffiedine;def.;Hyun Gyu Lim;Decision;January 4, 2014;10
Tatsuya Kawajiri;def.;Sean Soriano;Submission;January 4, 2014;9
Kiichi Kunimoto;def.;Luiz Dutra Jr.;Disqualification;January 4, 2014;8
Kyung Ho Kang;def.;Shunichi Shimizu;Submission;January 4, 2014;7
Max Holloway;def.;Will Chope;TKO;January 4, 2014;6
Katsunori Kikuno;def.;Quinn Mulhern;Decision;January 4, 2014;5
Royston Wee;def.;Dave Galera;Decision;January 4, 2014;4
Mairbek Taisumov;def.;Tae Hyun Bang;Decision;January 4, 2014;3
Dustin Kimura;def.;Jon delos Reyes;Submission;January 4, 2014;2
Russell Doane;def.;Leandro Issa;Technical Submission;January 4, 2014;1
Chris Weidman;def.;Anderson Silva;TKO;December 28, 2013;11
Ronda Rousey;def.;Miesha Tate;Submission;December 28, 2013;10
Travis Browne;def.;Josh Barnett;KO;December 28, 2013;9
Jim Miller;def.;Fabrício Camões;Submission;December 28, 2013;8
Dustin Poirier;def.;Diego Brandao;TKO;December 28, 2013;7
Uriah Hall;def.;Chris Leben;TKO;December 28, 2013;6
Michael Johnson;def.;Gleison Tibau;KO;December 28, 2013;5
Dennis Siver;vs.;Manvel Gamburyan;No Contest;December 28, 2013;4
John Howard;def.;Siyar Bahadurzada;Decision;December 28, 2013;3
William Macário;def.;Bobby Voelker;Decision;December 28, 2013;2
Robbie Peralta;def.;Estevan Payan;KO;December 28, 2013;1
Demetrious Johnson;def.;Joseph Benavidez;KO;December 14, 2013;11
Urijah Faber;def.;Michael McDonald;Submission;December 14, 2013;10
Chad Mendes;def.;Nik Lentz;Decision;December 14, 2013;9
Joe Lauzon;def.;Mac Danzig;Decision;December 14, 2013;8
Ryan LaFlare;def.;Court McGee;Decision;December 14, 2013;7
Edson Barboza;def.;Danny Castillo;Decision;December 14, 2013;6
Bobby Green;def.;Pat Healy;Decision;December 14, 2013;5
Zach Makovsky;def.;Scott Jorgensen;Decision;December 14, 2013;4
Sam Stout;def.;Cody McKenzie;Decision;December 14, 2013;3
Abel Trujillo;def.;Roger Bowling;TKO;December 14, 2013;2
Alptekin Özkılıç;def.;Darren Uyenoyama;Decision;December 14, 2013;1
Mark Hunt;vs.;Antônio Silva;Draw;December 7, 2013;11
Maurício Rua;def.;James Te Huna;KO;December 7, 2013;10
Ryan Bader;def.;Anthony Perosh;Decision;December 7, 2013;9
Soa Palelei;def.;Pat Barry;KO;December 7, 2013;8
Clint Hester;def.;Dylan Andrews;TKO;December 7, 2013;7
Bethe Correia;def.;Julie Kedzie;Decision;December 7, 2013;6
Takeya Mizugaki;def.;Nam Phan;Decision;December 7, 2013;5
Caio Magalhaes;def.;Nick Ring;Decision;December 7, 2013;4
Justin Scoggins;def.;Richie Vaculik;TKO;December 7, 2013;3
Krzysztof Jotko;def.;Bruno Santos;Decision;December 7, 2013;2
Alex Garcia;def.;Ben Wall;KO;December 7, 2013;1
Georges St-Pierre;def.;Johny Hendricks;Decision;November 16, 2013;12
Rashad Evans;def.;Chael Sonnen;TKO;November 16, 2013;11
Robbie Lawler;def.;Rory MacDonald;Decision;November 16, 2013;10
Tyron Woodley;def.;Josh Koscheck;KO;November 16, 2013;9
Ali Bagautinov;def.;Tim Elliott;Decision;November 16, 2013;8
Donald Cerrone;def.;Evan Dunham;Submission;November 16, 2013;7
Thales Leites;def.;Ed Herman;Decision;November 16, 2013;6
Rick Story;def.;Brian Ebersole;Decision;November 16, 2013;5
Érik Pérez;def.;Edwin Figueroa;Decision;November 16, 2013;4
Jason High;def.;Anthony Lapsley;Decision;November 16, 2013;3
Sergio Pettis;def.;Will Campuzano;Decision;November 16, 2013;2
Gian Villante;def.;Cody Donovan;TKO;November 16, 2013;1
Vitor Belfort;def.;Dan Henderson;KO;November 9, 2013;11
Cezar Ferreira;def.;Daniel Sarafian;Decision;November 9, 2013;10
Rafael Cavalcante;def.;Igor Pokrajac;Submission;November 9, 2013;9
Brandon Thatch;def.;Paulo Thiago;Submission;November 9, 2013;8
Ryan LaFlare;def.;Santiago Ponzinibbio;Decision;November 9, 2013;7
Jeremy Stephens;def.;Rony Jason;KO;November 9, 2013;6
Sam Sicilia;def.;Godofredo Pepey;TKO;November 9, 2013;5
Omari Akhmedov;def.;Thiago Perpétuo;KO;November 9, 2013;4
Thiago Tavares;def.;Justin Salas;Submission;November 9, 2013;3
Adriano Martins;def.;Daron Cruickshank;Submission;November 9, 2013;2
Dustin Ortiz;def.;Jose Maria Tome;TKO;November 9, 2013;1
Tim Kennedy;def.;Rafael Natal;TKO;November 6, 2013;13
Alexis Davis;def.;Liz Carmouche;Decision;November 6, 2013;12
Yoel Romero;def.;Ronny Markes;TKO;November 6, 2013;11
Rustam Khabilov;def.;Jorge Masvidal;Decision;November 6, 2013;10
Michael Chiesa;def.;Colton Smith;Submission;November 6, 2013;9
Bobby Green;def.;James Krause;TKO;November 6, 2013;8
Francisco Rivera;def.;George Roop;TKO;November 6, 2013;7
Dennis Bermudez;def.;Steven Siler;Decision;November 6, 2013;6
Amanda Nunes;def.;Germaine de Randamie;TKO;November 6, 2013;5
Lorenz Larkin;def.;Chris Camozzi;Decision;November 6, 2013;4
Yancy Medeiros;vs.;Yves Edwards;No Contest;November 6, 2013;3
Seth Baczynski;def.;Neil Magny;Decision;November 6, 2013;2
Derek Brunson;def.;Brian Houston;Submission;November 6, 2013;1
Lyoto Machida;def.;Mark Muñoz;KO;October 26, 2013;12
Ross Pearson;vs.;Melvin Guillard;No Contest;October 26, 2013;11
Jimi Manuwa;def.;Ryan Jimmo;TKO;October 26, 2013;10
Norman Parke;def.;Jon Tuck;Decision;October 26, 2013;9
Nico Musoke;def.;Alessio Sakara;Submission;October 26, 2013;8
John Lineker;def.;Phil Harris;TKO;October 26, 2013;7
Al Iaquinta;def.;Piotr Hallmann;Decision;October 26, 2013;6
Luke Barnatt;def.;Andrew Craig;Submission;October 26, 2013;5
Jéssica Andrade;def.;Rosi Sexton;Decision;October 26, 2013;4
Cole Miller;def.;Andy Ogle;Decision;October 26, 2013;3
Jimy Hettes;def.;Robert Whiteford;Technical Submission;October 26, 2013;2
Brad Scott;def.;Michael Kuiper;Submission;October 26, 2013;1
Cain Velasquez;def.;Junior dos Santos;TKO;October 19, 2013;13
Daniel Cormier;def.;Roy Nelson;Decision;October 19, 2013;12
Gilbert Melendez;def.;Diego Sanchez;Decision;October 19, 2013;11
Gabriel Gonzaga;def.;Shawn Jordan;KO;October 19, 2013;10
John Dodson;def.;Darrell Montague;KO;October 19, 2013;9
Tim Boetsch;def.;C.B. Dollaway;Decision;October 19, 2013;8
Hector Lombard;def.;Nate Marquardt;KO;October 19, 2013;7
Jessica Eye;vs.;Sarah Kaufman;No Contest;October 19, 2013;6
K.J. Noons;def.;George Sotiropoulos;Decision;October 19, 2013;5
Adlan Amagov;def.;TJ Waldburger;KO;October 19, 2013;4
Tony Ferguson;def.;Mike Rio;Submission;October 19, 2013;3
Andre Fili;def.;Jeremy Larsen;TKO;October 19, 2013;2
Kyoji Horiguchi;def.;Dustin Pague;TKO;October 19, 2013;1
Jake Shields;def.;Demian Maia;Decision;October 9, 2013;10
Dong Hyun Kim;def.;Erick Silva;KO;October 9, 2013;9
Thiago Silva;def.;Matt Hamill;Decision;October 9, 2013;8
Fabio Maldonado;def.;Joey Beltran;Decision;October 9, 2013;7
Rousimar Palhares;def.;Mike Pierce;Submission;October 9, 2013;6
Raphael Assunção;def.;T.J. Dillashaw;Decision;October 9, 2013;5
Igor Araújo;def.;Ildemar Alcantara;Decision;October 9, 2013;4
Yan Cabral;def.;David Mitchell;Decision;October 9, 2013;3
Chris Cariaso;def.;Iliarde Santos;TKO;October 9, 2013;2
Alan Patrick;def.;Garett Whiteley;TKO;October 9, 2013;1
Jon Jones;def.;Alexander Gustafsson;Decision;September 21, 2013;13
Renan Barão;def.;Eddie Wineland;TKO;September 21, 2013;12
Brendan Schaub;def.;Matt Mitrione;Technical Submission;September 21, 2013;11
Francis Carmont;def.;Costas Philippou;Decision;September 21, 2013;10
Khabib Nurmagomedov;def.;Pat Healy;Decision;September 21, 2013;9
Myles Jury;def.;Mike Ricci;Decision;September 21, 2013;8
Wilson Reis;def.;Ivan Menjivar;Decision;September 21, 2013;7
Stephen Thompson;def.;Chris Clements;KO;September 21, 2013;6
Mitch Gagnon;def.;Dustin Kimura;Technical Submission;September 21, 2013;5
John Makdessi;def.;Renée Forte;KO;September 21, 2013;4
Michel Prazeres;def.;Jesse Ronson;Decision;September 21, 2013;3
Alex Caceres;def.;Roland Delorme;Decision;September 21, 2013;2
Daniel Omielańczuk;def.;Nandor Guelmino;KO;September 21, 2013;1
Glover Teixeira;def.;Ryan Bader;TKO;September 4, 2013;11
Ronaldo Souza;def.;Yushin Okami;TKO;September 4, 2013;10
Joseph Benavidez;def.;Jussier Formiga;TKO;September 4, 2013;9
Piotr Hallmann;def.;Francisco Trinaldo;Submission;September 4, 2013;8
Rafael Natal;def.;Tor Troéng;Decision;September 4, 2013;7
Ali Bagautinov;def.;Marcos Vinicius;TKO;September 4, 2013;6
Kevin Souza;def.;Felipe Arantes;Decision;September 4, 2013;5
Lucas Martins;def.;Junior Hernandez;Technical Submission;September 4, 2013;4
Elias Silvério;def.;João Zeferino;Decision;September 4, 2013;3
Ivan Jorge;def.;Keith Wisniewski;Decision;September 4, 2013;2
Sean Spencer;def.;Yuri Villefort;Decision;September 4, 2013;1
Anthony Pettis;def.;Benson Henderson;Submission;August 31, 2013;12
Josh Barnett;def.;Frank Mir;TKO;August 31, 2013;11
Chad Mendes;def.;Clay Guida;TKO;August 31, 2013;10
Ben Rothwell;def.;Brandon Vera;TKO;August 31, 2013;9
Dustin Poirier;def.;Erik Koch;Decision;August 31, 2013;8
Gleison Tibau;def.;Jamie Varner;Decision;August 31, 2013;7
Tim Elliott;def.;Louis Gaudinot;Decision;August 31, 2013;6
Hyun Gyu Lim;def.;Pascal Krauss;TKO;August 31, 2013;5
Chico Camus;def.;Kyung Ho Kang;Decision;August 31, 2013;4
Soa Palelei;def.;Nikita Krylov;TKO;August 31, 2013;3
Al Iaquinta;def.;Ryan Couture;Decision;August 31, 2013;2
Magnus Cedenblad;def.;Jared Hamman;Submission;August 31, 2013;1
Carlos Condit;def.;Martin Kampmann;TKO;August 28, 2013;12
Rafael dos Anjos;def.;Donald Cerrone;Decision;August 28, 2013;11
Kelvin Gastelum;def.;Brian Melancon;Submission;August 28, 2013;10
Court McGee;def.;Robert Whittaker;Decision;August 28, 2013;9
Takeya Mizugaki;def.;Érik Pérez;Decision;August 28, 2013;8
Brad Tavares;def.;Bubba McDaniel;Decision;August 28, 2013;7
Dylan Andrews;def.;Papy Abedi;TKO;August 28, 2013;6
Brandon Thatch;def.;Justin Edwards;TKO;August 28, 2013;5
Darren Elkins;def.;Hatsu Hioki;Decision;August 28, 2013;4
Jason High;def.;James Head;Submission;August 28, 2013;3
Zak Cummings;def.;Ben Alloway;Submission;August 28, 2013;2
Roger Bowling;vs.;Abel Trujillo;No Contest;August 28, 2013;1
Chael Sonnen;def.;Maurício Rua;Submission;August 17, 2013;13
Travis Browne;def.;Alistair Overeem;KO;August 17, 2013;12
Urijah Faber;def.;Iuri Alcântara;Decision;August 17, 2013;11
Matt Brown;def.;Mike Pyle;KO;August 17, 2013;10
John Howard;def.;Uriah Hall;Decision;August 17, 2013;9
Michael Johnson;def.;Joe Lauzon;Decision;August 17, 2013;8
Michael McDonald;def.;Brad Pickett;Submission;August 17, 2013;7
Conor McGregor;def.;Max Holloway;Decision;August 17, 2013;6
Steven Siler;def.;Mike Brown;KO;August 17, 2013;5
Diego Brandao;def.;Daniel Pineda;Decision;August 17, 2013;4
Manvel Gamburyan;def.;Cole Miller;Decision;August 17, 2013;3
Ovince Saint Preux;def.;Cody Donovan;KO;August 17, 2013;2
James Vick;def.;Ramsey Nijem;Submission;August 17, 2013;1
José Aldo;def.;Chan Sung Jung;TKO;August 3, 2013;12
Phil Davis;def.;Lyoto Machida;Decision;August 3, 2013;11
Cezar Ferreira;def.;Thiago Santos;Submission;August 3, 2013;10
Thales Leites;def.;Tom Watson;Decision;August 3, 2013;9
John Lineker;def.;José Maria Tomé;TKO;August 3, 2013;8
Anthony Perosh;def.;Vinny Magalhães;KO;August 3, 2013;7
Amanda Nunes;def.;Sheila Gaff;TKO;August 3, 2013;6
Sérgio Moraes;def.;Neil Magny;Submission;August 3, 2013;5
Ian McCall;def.;Iliarde Santos;Decision;August 3, 2013;4
Rani Yahya;def.;Josh Clopton;Decision;August 3, 2013;3
Francimar Barroso;def.;Ednaldo Oliveira;Decision;August 3, 2013;2
Viscardi Andrade;def.;Bristol Marunde;TKO;August 3, 2013;1
Demetrious Johnson;def.;John Moraga;Submission;July 27, 2013;12
Rory MacDonald;def.;Jake Ellenberger;Decision;July 27, 2013;11
Robbie Lawler;def.;Bobby Voelker;KO;July 27, 2013;10
Liz Carmouche;def.;Jéssica Andrade;TKO;July 27, 2013;9
Jorge Masvidal;def.;Michael Chiesa;Submission;July 27, 2013;8
Danny Castillo;def.;Tim Means;Decision;July 27, 2013;7
Melvin Guillard;def.;Mac Danzig;KO;July 27, 2013;6
Daron Cruickshank;def.;Yves Edwards;Decision;July 27, 2013;5
Ed Herman;def.;Trevor Smith;Decision;July 27, 2013;4
Germaine de Randamie;def.;Julie Kedzie;Decision;July 27, 2013;3
Justin Salas;def.;Aaron Riley;Decision;July 27, 2013;2
Yaotzin Meza;def.;John Albert;Submission;July 27, 2013;1
Chris Weidman;def.;Anderson Silva;KO;July 6, 2013;11
Frankie Edgar;def.;Charles Oliveira;Decision;July 6, 2013;10
Tim Kennedy;def.;Roger Gracie;Decision;July 6, 2013;9
Mark Muñoz;def.;Tim Boetsch;Decision;July 6, 2013;8
Cub Swanson;def.;Dennis Siver;TKO;July 6, 2013;7
Andrew Craig;def.;Chris Leben;Decision;July 6, 2013;6
Norman Parke;def.;Kazuki Tokudome;Decision;July 6, 2013;5
Gabriel Gonzaga;def.;Dave Herman;TKO;July 6, 2013;4
Edson Barboza;def.;Rafaello Oliveira;TKO;July 6, 2013;3
Brian Melancon;def.;Seth Baczynski;KO;July 6, 2013;2
Mike Pierce;def.;David Mitchell;TKO;July 6, 2013;1
Rashad Evans;def.;Dan Henderson;Decision;June 15, 2013;11
Stipe Miocic;def.;Roy Nelson;Decision;June 15, 2013;10
Ryan Jimmo;def.;Igor Pokrajac;Decision;June 15, 2013;9
Alexis Davis;def.;Rosi Sexton;Decision;June 15, 2013;8
Shawn Jordan;def.;Pat Barry;TKO;June 15, 2013;7
